"","X","Start_time","End_time","Finished","Respondent_group","Screening","Consent","Reason_nc","Check_group","ob1","ob2","ob3","ra1","ra2","ra3","op1","op2","op3","iq1","iq2","iq3","in1","in2","in3","co1","co2","co3","Country","Year_born","Gender","Religiousness","Feedback","Target"
"140",141,"5/14/2014 4:09","5/14/2014 4:13",1,"Educated",NA,1,NA,1,4,5,6,6,6,7,6,4,6,5,1,5,2,4,4,4,2,4,187,49,1,38,NA,"Educated"
"141",142,"5/14/2014 4:07","5/14/2014 4:14",1,"Educated",NA,1,NA,4,2,5,5,5,5,5,2,4,2,3,4,3,5,2,2,2,2,4,187,48,1,40,NA,"Scientists"
"142",143,"5/14/2014 4:13","5/14/2014 4:15",1,"Educated",NA,1,NA,1,7,6,6,7,4,6,7,6,5,6,5,5,7,6,6,7,7,7,187,60,1,39,NA,"Scientists"
"143",144,"5/14/2014 4:01","5/14/2014 4:16",1,"Educated",NA,1,NA,2,5,6,5,5,3,6,5,5,5,3,2,2,3,2,2,2,3,2,187,37,2,43,NA,"Educated"
"144",145,"5/14/2014 4:15","5/14/2014 4:19",1,"Educated",NA,1,NA,2,2,2,2,3,2,5,2,2,2,2,5,2,2,2,3,2,2,2,187,51,2,44,NA,"Educated"
"145",146,"5/14/2014 4:14","5/14/2014 4:22",1,"Educated",NA,1,NA,1,6,5,7,4,7,6,4,6,6,5,6,5,5,7,4,7,5,6,187,54,2,43,NA,"Scientists"
"146",147,"5/14/2014 4:20","5/14/2014 4:23",1,"Educated",NA,1,NA,1,5,5,6,6,7,7,5,6,7,5,6,6,6,6,7,6,7,4,187,14,1,38,NA,"Educated"
"147",148,"5/14/2014 4:19","5/14/2014 4:23",1,"Educated",NA,1,NA,2,5,6,5,6,5,6,4,6,6,2,2,3,6,5,6,6,5,3,187,41,1,43,NA,"Educated"
"148",149,"5/14/2014 4:10","5/14/2014 4:23",1,"Educated",NA,1,NA,1,7,7,4,6,7,7,7,7,4,7,7,7,7,5,7,6,7,6,187,58,2,40,NA,"Scientists"
"149",150,"5/14/2014 4:22","5/14/2014 4:24",1,"Educated",NA,1,NA,1,6,6,2,6,6,5,3,5,6,6,6,5,5,2,4,6,6,2,187,67,2,42,NA,"Educated"
"150",151,"5/14/2014 4:18","5/14/2014 4:25",1,"Educated",NA,1,NA,1,2,3,1,7,6,5,1,3,3,3,2,6,5,3,3,3,3,1,187,64,2,40,NA,"Scientists"
"151",152,"5/14/2014 4:24","5/14/2014 4:27",1,"Educated",NA,1,NA,1,2,2,3,4,3,6,4,3,2,3,1,4,5,1,1,1,4,1,187,63,2,38,NA,"Educated"
"152",153,"5/14/2014 4:25","5/14/2014 4:28",1,"Educated",NA,1,NA,1,7,7,4,4,7,7,7,7,7,1,1,4,7,7,7,7,7,4,187,27,1,39,NA,"Scientists"
"153",154,"5/14/2014 4:22","5/14/2014 4:31",1,"Educated",NA,1,NA,1,7,6,5,6,6,5,7,7,7,7,4,6,5,6,6,6,4,5,187,57,2,43,NA,"Scientists"
"154",155,"5/14/2014 4:21","5/14/2014 4:31",1,"Educated",NA,1,NA,1,6,6,5,5,2,2,6,6,5,4,5,5,6,5,7,6,6,6,187,70,1,43,NA,"Educated"
"155",156,"5/14/2014 4:11","5/14/2014 4:32",1,"Educated",NA,1,NA,4,5,5,2,6,6,6,6,6,4,5,3,6,7,7,3,4,6,5,187,69,2,43,NA,"Educated"
"156",157,"5/14/2014 4:28","5/14/2014 4:32",1,"Educated",NA,1,NA,1,5,5,5,6,5,6,7,6,7,6,7,6,5,6,5,6,6,5,187,65,1,40,NA,"Scientists"
"157",158,"5/14/2014 4:30","5/14/2014 4:33",1,"Educated",NA,1,NA,4,5,5,5,5,5,5,5,6,7,5,4,4,6,4,4,5,4,4,187,60,1,39,NA,"Educated"
"158",159,"5/14/2014 4:37","5/14/2014 4:42",1,"Educated",NA,1,NA,1,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,187,56,2,42,NA,"Educated"
"159",160,"5/14/2014 4:37","5/14/2014 4:43",1,"Educated",NA,1,NA,1,6,6,7,7,5,6,5,5,7,7,7,4,7,6,5,6,7,7,187,54,2,43,NA,"Scientists"
"160",161,"5/14/2014 4:45","5/14/2014 4:49",1,"Educated",NA,1,NA,1,6,7,6,7,6,6,4,6,6,5,5,6,7,6,6,6,6,7,187,41,1,38,NA,"Scientists"
"161",162,"5/14/2014 4:49","5/14/2014 4:53",1,"Educated",NA,1,NA,1,6,6,6,6,6,6,2,6,6,6,5,3,6,6,6,6,6,6,187,31,1,43,NA,"Educated"
"162",163,"5/14/2014 4:50","5/14/2014 4:54",1,"Educated",NA,1,NA,1,5,4,4,5,5,4,4,4,4,5,4,4,4,4,4,3,4,4,187,57,2,44,NA,"Educated"
"163",164,"5/14/2014 4:50","5/14/2014 4:54",1,"Educated",NA,1,NA,2,6,6,4,5,6,6,6,5,5,5,5,6,5,5,4,6,4,6,187,41,2,43,NA,"Scientists"
"164",165,"5/14/2014 4:26","5/14/2014 5:02",1,"Educated",NA,1,NA,1,3,3,4,6,5,5,3,3,5,4,5,4,3,3,3,3,3,2,187,34,2,38,NA,"Scientists"
"165",166,"5/14/2014 5:00","5/14/2014 5:02",1,"Educated",NA,1,NA,2,4,6,5,5,4,5,4,4,6,6,5,6,5,6,6,6,5,5,187,57,1,43,NA,"Scientists"
"166",167,"5/14/2014 4:54","5/14/2014 5:04",1,"Educated",NA,1,NA,2,4,4,4,6,4,6,5,4,5,4,3,4,5,4,4,4,5,3,187,26,1,42,NA,"Scientists"
"167",168,"5/14/2014 3:27","5/14/2014 5:10",1,"Educated",NA,1,NA,2,7,6,4,7,6,6,6,7,7,5,5,6,4,1,1,4,4,1,187,56,1,38,NA,"Educated"
"168",169,"5/14/2014 5:06","5/14/2014 5:12",1,"Educated",NA,1,NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,187,63,2,42,NA,"Educated"
"169",170,"5/14/2014 5:08","5/14/2014 5:16",1,"Educated",NA,1,NA,1,3,4,3,6,5,3,4,4,3,4,3,4,4,3,3,3,4,3,187,22,1,41,NA,"Scientists"
"170",171,"5/14/2014 5:18","5/14/2014 5:22",1,"Educated",NA,1,NA,1,7,6,7,7,7,7,7,7,6,6,6,7,7,7,6,7,7,7,187,67,2,41,NA,"Educated"
"171",172,"5/14/2014 5:20","5/14/2014 5:23",1,"Educated",NA,1,NA,1,7,7,5,6,7,6,7,7,7,4,6,6,6,4,5,6,2,2,187,39,2,39,NA,"Scientists"
"172",173,"5/14/2014 5:20","5/14/2014 5:23",1,"Educated",NA,1,NA,1,5,6,3,4,5,6,5,5,1,3,4,4,5,4,3,4,4,3,187,59,2,44,NA,"Educated"
"173",174,"5/14/2014 5:26","5/14/2014 5:29",1,"Educated",NA,1,NA,2,6,6,3,7,7,7,6,7,7,7,7,7,7,4,4,5,4,2,187,19,1,44,NA,"Scientists"
"174",175,"5/14/2014 5:39","5/14/2014 5:44",1,"Educated",NA,1,NA,1,6,6,5,6,5,4,6,6,6,5,5,5,6,4,5,6,6,5,187,26,2,44,NA,"Scientists"
"175",176,"5/14/2014 5:41","5/14/2014 5:44",1,"Educated",NA,1,NA,1,5,4,3,2,6,4,5,5,6,1,2,3,5,3,4,4,5,1,187,28,1,42,NA,"Educated"
"176",177,"5/14/2014 5:42","5/14/2014 5:45",1,"Educated",NA,1,NA,1,4,4,4,7,4,5,4,4,4,5,1,6,7,4,4,4,4,4,187,38,2,44,NA,"Scientists"
"177",178,"5/14/2014 5:42","5/14/2014 5:46",1,"Educated",NA,1,NA,1,5,6,2,6,7,7,5,6,5,2,2,6,6,2,5,6,6,2,187,41,1,38,NA,"Educated"
"178",179,"5/14/2014 5:38","5/14/2014 5:48",1,"Educated",NA,1,NA,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,187,40,1,38,NA,"Educated"
"179",180,"5/14/2014 5:46","5/14/2014 5:48",1,"Educated",NA,1,NA,2,6,5,4,5,5,5,5,6,5,6,4,6,6,5,2,4,5,2,187,41,2,38,NA,"Educated"
"180",181,"5/14/2014 5:38","5/14/2014 5:49",1,"Educated",NA,1,NA,1,4,3,2,4,4,4,4,3,4,2,2,5,4,2,2,2,2,4,187,36,2,42,NA,"Educated"
"181",182,"5/14/2014 5:42","5/14/2014 5:53",1,"Educated",NA,1,NA,1,7,7,7,7,5,7,7,7,7,7,7,7,7,4,6,7,7,7,187,32,2,41,NA,"Scientists"
"182",183,"5/14/2014 4:58","5/14/2014 5:53",1,"Educated",NA,1,NA,1,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,187,46,2,42,NA,"Educated"
"183",184,"5/14/2014 5:53","5/14/2014 5:57",1,"Educated",NA,1,NA,1,6,5,5,6,6,7,7,6,7,6,6,6,6,6,6,5,5,5,187,48,2,38,NA,"Scientists"
"184",185,"5/14/2014 5:53","5/14/2014 5:58",1,"Educated",NA,1,NA,2,7,7,7,6,6,6,7,7,6,6,5,6,7,7,7,7,7,4,187,11,1,44,NA,"Scientists"
"185",186,"5/14/2014 5:56","5/14/2014 6:00",1,"Educated",NA,1,NA,1,5,2,2,6,6,6,4,2,1,6,4,5,6,7,7,5,5,6,187,44,1,44,NA,"Educated"
"186",187,"5/14/2014 6:03","5/14/2014 6:05",1,"Educated",NA,1,NA,1,5,7,7,7,7,7,6,7,7,4,4,6,7,7,7,7,7,7,187,31,1,44,NA,"Scientists"
"187",188,"5/14/2014 6:05","5/14/2014 6:08",1,"Educated",NA,1,NA,2,6,4,4,4,5,5,5,4,4,4,4,5,5,4,4,3,5,5,187,36,1,41,NA,"Educated"
"188",189,"5/14/2014 6:07","5/14/2014 6:10",1,"Educated",NA,1,NA,4,5,6,5,5,5,5,5,6,5,3,3,2,4,5,4,2,5,4,187,34,1,39,NA,"Educated"
"189",190,"5/14/2014 6:12","5/14/2014 6:14",1,"Educated",NA,1,NA,2,6,4,3,6,6,6,5,3,3,5,4,6,4,4,3,4,4,4,187,56,2,43,NA,"Scientists"
"190",191,"5/14/2014 6:13","5/14/2014 6:16",1,"Educated",NA,1,NA,4,6,5,5,4,6,6,5,5,6,2,4,4,6,4,6,4,2,5,187,35,1,41,NA,"Educated"
"191",192,"5/14/2014 6:15","5/14/2014 6:19",1,"Educated",NA,1,NA,4,5,6,4,5,5,5,4,6,5,5,5,5,5,5,5,5,6,5,128,63,2,42,NA,"Scientists"
"192",193,"5/14/2014 6:18","5/14/2014 6:20",1,"Educated",NA,1,NA,1,6,6,4,6,5,7,6,5,5,6,5,6,6,7,7,6,4,4,187,54,2,38,NA,"Scientists"
"193",194,"5/14/2014 6:24","5/14/2014 6:25",1,"Educated",NA,1,NA,1,6,7,6,6,6,7,6,7,7,6,7,6,7,6,7,7,6,7,187,42,2,44,NA,"Educated"
"194",195,"5/14/2014 6:20","5/14/2014 6:25",1,"Educated",NA,1,NA,4,7,7,4,7,6,7,7,7,6,6,7,6,7,7,7,6,7,7,187,72,2,42,NA,"Educated"
"195",196,"5/14/2014 6:26","5/14/2014 6:28",1,"Educated",NA,1,NA,1,7,7,6,7,7,7,6,7,7,5,5,6,7,7,7,7,7,7,187,48,1,44,NA,"Scientists"
"196",197,"5/14/2014 6:48","5/14/2014 6:52",1,"Educated",NA,1,NA,1,5,6,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,187,65,1,42,NA,"Scientists"
"197",198,"5/14/2014 6:55","5/14/2014 6:58",1,"Educated",NA,1,NA,1,5,5,5,5,5,5,3,4,5,4,5,3,4,3,3,4,5,3,187,37,1,41,NA,"Educated"
"198",199,"5/14/2014 6:56","5/14/2014 6:59",1,"Educated",NA,1,NA,1,5,6,4,7,1,5,4,1,7,5,5,7,6,6,7,4,5,7,187,55,1,44,NA,"Scientists"
"199",200,"5/14/2014 6:55","5/14/2014 7:00",1,"Educated",NA,1,NA,1,5,3,2,6,6,5,3,5,5,5,6,5,5,5,5,5,5,3,187,63,1,42,NA,"Scientists"
"200",201,"5/14/2014 6:51","5/14/2014 7:01",1,"Educated",NA,1,NA,1,3,2,1,2,5,5,4,1,5,6,2,1,2,2,1,1,1,1,187,51,2,44,NA,"Educated"
"201",202,"5/14/2014 7:01","5/14/2014 7:04",1,"Educated",NA,1,NA,2,4,5,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,3,187,37,1,39,NA,"Educated"
"202",203,"5/14/2014 7:09","5/14/2014 7:11",1,"Educated",NA,1,NA,1,3,4,3,6,5,6,4,5,5,5,6,6,4,2,2,3,5,1,187,53,2,43,NA,"Educated"
"203",204,"5/14/2014 7:05","5/14/2014 7:14",1,"Educated",NA,1,NA,1,5,6,4,5,4,4,4,6,5,3,5,4,5,4,6,4,4,4,187,57,1,43,NA,"Educated"
"204",205,"5/14/2014 7:13","5/14/2014 7:16",1,"Educated",NA,1,NA,2,7,6,6,7,6,7,6,6,6,4,6,6,6,6,6,6,6,4,187,33,1,38,NA,"Scientists"
"205",206,"5/14/2014 7:05","5/14/2014 7:22",1,"Educated",NA,1,NA,1,5,4,3,5,5,4,5,5,5,5,6,6,4,4,4,3,3,4,187,52,1,44,NA,"Scientists"
"206",207,"5/14/2014 7:37","5/14/2014 7:44",1,"Educated",NA,1,NA,2,4,4,3,4,5,5,4,4,4,5,3,5,4,4,4,4,4,4,187,53,1,43,NA,"Educated"
"207",208,"5/14/2014 7:47","5/14/2014 7:52",1,"Educated",NA,1,NA,1,4,5,4,5,5,6,5,6,4,4,3,4,6,4,4,4,4,4,187,56,2,44,NA,"Educated"
"208",209,"5/14/2014 7:47","5/14/2014 7:52",1,"Educated",NA,1,NA,1,6,6,3,4,5,6,6,6,6,2,5,3,6,6,7,5,4,4,187,19,1,38,NA,"Scientists"
"209",210,"5/14/2014 8:01","5/14/2014 8:04",1,"Educated",NA,1,NA,2,5,5,4,7,5,6,5,4,4,5,5,5,6,4,4,4,6,5,187,66,2,44,NA,"Scientists"
"210",211,"5/14/2014 8:03","5/14/2014 8:11",1,"Educated",NA,1,NA,2,4,4,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,187,64,1,38,NA,"Educated"
"211",212,"5/14/2014 8:25","5/14/2014 8:35",1,"Educated",NA,1,NA,1,5,5,4,5,6,6,4,4,5,5,4,5,5,4,4,4,4,4,187,62,1,42,NA,"Educated"
"212",213,"5/14/2014 7:50","5/14/2014 8:42",1,"Educated",NA,1,NA,1,5,7,2,7,7,7,6,6,6,4,5,4,7,5,7,7,5,4,187,47,1,39,NA,"Scientists"
"213",214,"5/14/2014 8:38","5/14/2014 8:44",1,"Educated",NA,1,NA,1,3,3,2,6,6,6,4,4,4,2,3,5,6,5,5,4,4,3,187,65,1,38,NA,"Scientists"
"214",215,"5/14/2014 8:45","5/14/2014 8:46",1,"Educated",NA,1,NA,1,6,7,6,6,6,7,7,6,6,6,6,7,6,6,7,7,6,6,187,55,2,43,NA,"Scientists"
"215",216,"5/14/2014 8:52","5/14/2014 8:55",1,"Educated",NA,1,NA,2,6,6,1,5,6,7,6,6,6,6,4,4,6,7,6,6,6,4,187,66,2,43,NA,"Scientists"
"216",217,"5/14/2014 8:48","5/14/2014 8:57",1,"Educated",NA,1,NA,1,6,6,5,6,6,6,6,6,6,6,5,6,6,5,6,5,5,5,187,61,1,42,NA,"Educated"
"217",218,"5/14/2014 9:10","5/14/2014 9:13",1,"Educated",NA,1,NA,1,6,6,4,7,7,7,7,6,7,6,5,6,6,6,5,6,5,4,187,70,1,42,NA,"Scientists"
"218",219,"5/14/2014 9:32","5/14/2014 9:36",1,"Educated",NA,1,NA,2,5,6,4,6,6,6,6,6,5,5,3,4,4,4,3,4,4,2,187,38,1,43,NA,"Educated"
"219",220,"5/14/2014 9:36","5/14/2014 9:38",1,"Educated",NA,1,NA,2,6,5,6,6,5,6,5,4,6,4,5,6,5,5,4,6,5,7,187,50,2,42,NA,"Educated"
"220",221,"5/14/2014 9:44","5/14/2014 9:46",1,"Educated",NA,1,NA,1,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,187,53,1,40,NA,"Scientists"
"221",222,"5/14/2014 9:43","5/14/2014 9:48",1,"Educated",NA,1,NA,1,5,5,5,6,5,5,5,6,5,5,6,6,5,4,4,4,5,4,187,42,2,43,NA,"Scientists"
"222",223,"5/14/2014 9:46","5/14/2014 9:52",1,"Educated",NA,1,NA,1,5,3,2,5,6,5,4,5,4,4,3,4,4,2,4,4,3,2,187,51,1,43,NA,"Educated"
"223",224,"5/14/2014 10:04","5/14/2014 10:06",1,"Educated",NA,1,NA,1,5,4,6,4,6,5,5,6,4,5,4,5,3,5,5,5,5,5,187,56,1,41,NA,"Educated"
"224",225,"5/14/2014 10:12","5/14/2014 10:14",1,"Educated",NA,1,NA,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,187,58,1,43,NA,"Scientists"
"225",226,"5/14/2014 10:21","5/14/2014 10:25",1,"Educated",NA,1,NA,1,3,5,3,3,5,5,5,5,5,5,5,3,3,3,3,3,3,3,187,33,1,40,NA,"Educated"
"226",227,"5/14/2014 10:41","5/14/2014 10:43",1,"Educated",NA,1,NA,1,6,6,6,6,6,7,6,7,5,6,6,6,6,6,6,7,6,7,187,64,1,43,NA,"Educated"
"227",228,"5/14/2014 10:49","5/14/2014 10:52",1,"Educated",NA,1,NA,4,6,7,4,6,6,6,6,7,7,4,5,4,6,7,6,7,6,4,187,47,1,38,NA,"Scientists"
"228",229,"5/14/2014 10:52","5/14/2014 10:54",1,"Educated",NA,1,NA,1,6,6,6,5,5,6,3,5,6,4,3,5,5,5,5,5,5,5,187,65,2,41,NA,"Scientists"
"229",230,"5/14/2014 11:08","5/14/2014 11:09",1,"Educated",NA,1,NA,1,6,5,6,6,6,6,6,5,6,6,5,6,6,6,6,5,6,6,187,63,1,43,NA,"Educated"
"230",231,"5/14/2014 11:10","5/14/2014 11:12",1,"Educated",NA,1,NA,1,4,5,4,3,3,3,5,3,4,4,5,2,4,3,6,4,4,3,187,49,1,43,NA,"Scientists"
"231",232,"5/14/2014 11:15","5/14/2014 11:19",1,"Educated",NA,1,NA,1,5,6,3,6,4,6,5,6,6,2,3,5,6,4,4,6,6,6,187,69,1,38,NA,"Educated"
"232",233,"5/14/2014 11:20","5/14/2014 11:21",1,"Educated",NA,1,NA,1,5,6,6,6,6,5,5,6,6,6,5,6,7,6,5,6,6,7,187,50,1,43,NA,"Scientists"
"233",234,"5/14/2014 11:25","5/14/2014 11:26",1,"Educated",NA,1,NA,1,7,5,6,6,7,5,6,6,6,6,6,6,5,6,6,6,6,5,187,66,1,43,NA,"Educated"
"234",235,"5/14/2014 11:23","5/14/2014 11:27",1,"Educated",NA,1,NA,1,5,6,4,6,7,7,6,5,6,5,7,6,7,7,7,3,6,6,187,39,1,38,NA,"Educated"
"235",236,"5/14/2014 11:24","5/14/2014 11:28",1,"Educated",NA,1,NA,1,6,6,4,6,6,6,6,6,6,4,4,4,6,6,6,6,4,4,187,37,2,39,NA,"Scientists"
"236",237,"5/14/2014 11:30","5/14/2014 11:34",1,"Educated",NA,1,NA,2,5,5,4,5,5,6,3,6,6,5,5,5,6,5,5,6,2,3,187,23,1,42,NA,"Educated"
"237",238,"5/14/2014 11:38","5/14/2014 11:41",1,"Educated",NA,1,NA,1,6,6,6,7,6,7,7,6,6,6,7,6,7,6,7,7,6,6,187,49,1,43,NA,"Scientists"
"238",239,"5/14/2014 12:11","5/14/2014 12:14",1,"Educated",NA,1,NA,1,4,5,2,6,4,6,6,5,5,6,3,3,6,6,3,2,6,3,187,54,2,43,NA,"Educated"
"239",240,"5/14/2014 12:22","5/14/2014 12:24",1,"Educated",NA,1,NA,2,4,5,2,4,5,6,4,5,6,3,5,3,4,4,4,3,4,5,187,48,2,42,NA,"Educated"
"240",241,"5/14/2014 12:24","5/14/2014 12:27",1,"Educated",NA,1,NA,1,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,187,41,2,40,NA,"Scientists"
"241",242,"5/14/2014 12:16","5/14/2014 12:31",1,"Educated",NA,1,NA,2,7,7,7,7,7,7,7,5,5,6,7,7,7,7,7,6,7,5,187,37,2,44,NA,"Scientists"
"242",243,"5/14/2014 12:36","5/14/2014 12:38",1,"Educated",NA,1,NA,2,7,7,7,7,7,6,7,7,6,6,7,6,6,7,7,7,7,6,187,60,1,44,NA,"Scientists"
"243",244,"5/14/2014 12:34","5/14/2014 12:39",1,"Educated",NA,1,NA,2,5,3,3,4,5,4,5,5,6,3,5,4,5,3,3,3,5,2,187,28,1,38,NA,"Educated"
"244",245,"5/14/2014 12:50","5/14/2014 12:52",1,"Educated",NA,1,NA,4,6,6,5,6,6,6,5,5,6,5,4,4,6,4,5,4,5,4,187,22,1,38,NA,"Scientists"
"245",246,"5/14/2014 12:50","5/14/2014 12:53",1,"Educated",NA,1,NA,1,6,6,2,6,3,5,3,6,3,5,1,3,6,1,2,2,2,2,187,58,2,43,NA,"Educated"
"246",247,"5/14/2014 12:52","5/14/2014 12:56",1,"Educated",NA,1,NA,1,4,4,5,6,4,6,4,4,6,5,7,6,5,4,6,6,4,3,187,56,2,44,NA,"Educated"
"247",248,"5/14/2014 12:55","5/14/2014 13:00",1,"Educated",NA,1,NA,1,5,5,2,4,6,5,2,5,5,2,1,2,5,5,3,5,3,6,187,36,1,43,NA,"Scientists"
"248",249,"5/14/2014 13:12","5/14/2014 13:15",1,"Educated",NA,1,NA,2,4,4,3,4,3,4,4,3,3,4,5,3,4,4,4,3,3,3,187,41,1,42,NA,"Educated"
"249",250,"5/14/2014 13:16","5/14/2014 13:17",1,"Educated",NA,1,NA,1,6,7,6,6,5,6,7,6,6,6,7,7,7,6,7,6,6,5,187,49,1,43,NA,"Scientists"
"250",251,"5/14/2014 13:20","5/14/2014 13:26",1,"Educated",NA,1,NA,1,5,5,2,4,4,6,4,5,5,3,2,3,6,2,2,3,4,1,187,40,1,39,NA,"Educated"
"251",252,"5/14/2014 13:33","5/14/2014 13:35",1,"Educated",NA,1,NA,1,5,5,5,5,6,5,4,5,5,6,6,6,6,5,6,4,5,5,187,57,1,42,NA,"Scientists"
"252",253,"5/14/2014 13:34","5/14/2014 13:36",1,"Educated",NA,1,NA,1,7,7,4,7,7,7,7,7,2,2,2,3,7,7,2,7,4,7,187,55,2,43,NA,"Scientists"
"253",254,"5/14/2014 13:54","5/14/2014 13:56",1,"Educated",NA,1,NA,2,3,5,3,5,4,5,5,6,5,3,5,5,5,4,4,4,3,3,187,44,2,42,NA,"Scientists"
"254",255,"5/14/2014 13:55","5/14/2014 13:58",1,"Educated",NA,1,NA,1,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,187,31,1,38,NA,"Educated"
"255",256,"5/14/2014 13:59","5/14/2014 14:03",1,"Educated",NA,1,NA,1,4,4,2,6,5,6,2,5,4,1,5,2,6,5,5,4,3,2,187,63,2,43,NA,"Scientists"
"256",257,"5/14/2014 14:02","5/14/2014 14:04",1,"Educated",NA,1,NA,1,4,4,3,3,4,3,4,5,4,3,3,3,4,3,3,5,4,3,187,42,2,41,NA,"Educated"
"257",258,"5/14/2014 14:04","5/14/2014 14:06",1,"Educated",NA,1,NA,1,5,5,5,3,5,5,5,4,4,5,5,4,5,3,5,5,4,5,187,71,1,42,NA,"Educated"
"258",259,"5/14/2014 14:12","5/14/2014 14:13",1,"Educated",NA,1,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,187,62,1,39,NA,"Educated"
"259",260,"5/14/2014 14:12","5/14/2014 14:13",1,"Educated",NA,1,NA,1,6,6,5,6,6,6,7,7,7,7,6,5,7,7,6,6,6,6,187,50,1,43,NA,"Scientists"
"260",261,"5/14/2014 14:14","5/14/2014 14:17",1,"Educated",NA,1,NA,1,4,5,4,5,4,5,6,4,5,3,4,4,7,6,4,5,4,2,187,31,2,39,NA,"Educated"
"261",262,"5/14/2014 14:04","5/14/2014 14:17",1,"Educated",NA,1,NA,1,2,5,4,5,5,4,4,5,4,3,2,5,6,6,5,2,4,4,187,36,1,42,NA,"Scientists"
"262",263,"5/14/2014 14:16","5/14/2014 14:18",1,"Educated",NA,1,NA,1,6,6,6,6,7,6,6,7,7,7,6,7,6,7,6,6,6,6,187,60,1,43,NA,"Scientists"
"263",264,"5/14/2014 14:16","5/14/2014 14:18",1,"Educated",NA,1,NA,1,5,6,6,6,6,5,5,5,6,7,5,7,6,7,6,6,6,6,187,55,2,42,NA,"Scientists"
"264",265,"5/14/2014 14:19","5/14/2014 14:21",1,"Educated",NA,1,NA,1,6,5,5,5,6,5,5,6,5,4,5,5,5,5,6,6,5,4,187,63,1,43,NA,"Educated"
"265",266,"5/14/2014 14:32","5/14/2014 14:33",1,"Educated",NA,1,NA,1,6,7,6,6,6,6,6,6,6,6,5,6,7,6,6,7,6,6,187,49,1,43,NA,"Educated"
"266",267,"5/14/2014 14:37","5/14/2014 14:38",1,"Educated",NA,1,NA,1,6,6,6,5,6,6,6,6,6,6,6,5,6,7,6,6,6,5,187,49,1,43,NA,"Scientists"
"267",268,"5/14/2014 14:41","5/14/2014 14:42",1,"Educated",NA,1,NA,1,7,6,6,6,6,6,6,7,7,7,6,7,6,6,6,7,6,7,187,51,1,43,NA,"Scientists"
"268",269,"5/14/2014 14:45","5/14/2014 14:47",1,"Educated",NA,1,NA,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,187,56,1,39,NA,"Educated"
"269",270,"5/14/2014 14:46","5/14/2014 14:53",1,"Educated",NA,1,NA,4,3,3,3,5,3,5,1,3,3,2,1,2,5,3,2,5,2,1,187,22,1,44,NA,"Scientists"
"270",271,"5/14/2014 14:55","5/14/2014 14:59",1,"Educated",NA,1,NA,2,5,5,4,7,6,6,5,6,6,5,5,5,4,4,3,4,5,4,187,41,1,38,NA,"Educated"
"271",272,"5/14/2014 14:47","5/14/2014 14:59",1,"Educated",NA,1,NA,1,5,6,6,4,4,5,5,5,5,4,5,4,5,4,5,5,5,5,187,49,2,38,NA,"Educated"
"272",273,"5/14/2014 14:57","5/14/2014 14:59",1,"Educated",NA,1,NA,1,5,4,4,6,7,6,7,6,6,7,7,6,6,7,7,6,7,6,187,28,1,44,NA,"Educated"
"273",274,"5/14/2014 14:56","5/14/2014 15:00",1,"Educated",NA,1,NA,1,6,6,3,6,5,6,6,6,6,6,6,5,6,4,5,3,5,2,187,32,2,38,NA,"Scientists"
"274",275,"5/14/2014 14:57","5/14/2014 15:00",1,"Educated",NA,1,NA,2,6,6,6,7,7,7,6,4,6,5,5,6,6,4,6,4,4,6,187,43,2,38,NA,"Scientists"
"275",276,"5/14/2014 15:00","5/14/2014 15:05",1,"Educated",NA,1,NA,1,4,5,4,5,4,4,4,4,5,4,5,4,5,4,5,4,5,3,187,20,1,43,NA,"Scientists"
"276",277,"5/14/2014 15:02","5/14/2014 15:08",1,"Educated",NA,1,NA,2,7,7,5,6,7,7,7,7,7,2,4,4,7,7,7,7,6,5,187,34,1,42,NA,"Educated"
"277",278,"5/14/2014 15:05","5/14/2014 15:08",1,"Educated",NA,1,NA,1,7,7,2,7,5,7,6,7,6,3,5,3,7,7,7,7,3,4,187,32,1,43,NA,"Scientists"
"278",279,"5/14/2014 15:07","5/14/2014 15:10",1,"Educated",NA,1,NA,1,4,4,3,2,4,4,4,4,4,2,1,1,4,4,4,4,4,3,187,35,1,43,NA,"Educated"
"279",280,"5/14/2014 15:16","5/14/2014 15:18",1,"Educated",NA,1,NA,1,4,6,4,6,6,6,4,6,4,4,6,6,6,4,4,4,5,4,187,62,2,44,NA,"Educated"
